accession	id	country_code	serotype	genotype	year	Country ISO3	Continent	Country	Sub-region	Region	Int-region	Is Developed	Location
FJ410215	DENV2_FJ410215_Asian_I_VN_2008	VN	DENV2	AsianI	2008	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GU131899	DENV2_GU131899_Asian_I_KH_2008	KH	DENV2	AsianI	2008	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482744	DENV2_EU482744_AsianAmerican_PR_1989	PR	DENV2	AsianAmerican	1989	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ639697	DENV2_FJ639697_AsianAmerican_KH_2001	KH	DENV2	AsianAmerican	2001	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ868604	DENV2_GQ868604_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
KJ010186	DENV2_KJ010186_Cosmopolitan_PK_2013	PK	DENV2	Cosmopolitan	2013	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
GU131959	DENV2_GU131959_AsianAmerican_MX_2006	MX	DENV2	AsianAmerican	2006	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ898453	DENV2_FJ898453_AsianAmerican_VI_2005	VI	DENV2	AsianAmerican	2005	VIR	Americas	United States Virgin Islands	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ868555	DENV2_GQ868555_AsianAmerican_CO_2005	CO	DENV2	AsianAmerican	2005	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ390385	DENV2_FJ390385_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ205879	DENV2_FJ205879_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ868603	DENV2_GQ868603_AsianAmerican_VI_1987	VI	DENV2	AsianAmerican	1987	VIR	Americas	United States Virgin Islands	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482726	DENV2_EU482726_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ898460	DENV2_FJ898460_AsianAmerican_KN_2001	KN	DENV2	AsianAmerican	2001	KNA	Americas	Saint Kitts and Nevis	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AF100465	DENV2_AF100465_American_VE_1987	VE	DENV2	American	1987	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
JN819424	DENV2_JN819424_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
DQ181804	DENV2_DQ181804_Asian_I_TH_1984	TH	DENV2	AsianI	1984	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482551	DENV2_EU482551_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JN819408	DENV2_JN819408_AsianAmerican_VE_2001	VE	DENV2	AsianAmerican	2001	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482546	DENV2_EU482546_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FM210220	DENV2_FM210220_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN851126	DENV2_JN851126_Cosmopolitan_SG_2005	SG	DENV2	Cosmopolitan	2005	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482565	DENV2_EU482565_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ906956	DENV2_FJ906956_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ196854	DENV2_FJ196854_Cosmopolitan_CN_1993	CN	DENV2	Cosmopolitan	1993	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
EU920833	DENV2_EU920833_AsianAmerican_GF_2000	GF	DENV2	AsianAmerican	2000	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482721	DENV2_EU482721_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GU131843	DENV2_GU131843_Cosmopolitan_BF_1986	BF	DENV2	Cosmopolitan	1986	BFA	Africa	Burkina Faso	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
EU677148	DENV2_EU677148_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ687434	DENV2_FJ687434_Asian_I_TH_2001	TH	DENV2	AsianI	2001	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ744744	DENV2_FJ744744_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FM210222	DENV2_FM210222_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482444	DENV2_EU482444_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ850061	DENV2_FJ850061_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482469	DENV2_EU482469_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU179859	DENV2_EU179859_Cosmopolitan_BN_2006	BN	DENV2	Cosmopolitan	2006	BRN	Asia	Brunei Darussalam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JX669484	DENV2_JX669484_AsianAmerican_BR_1998	BR	DENV2	AsianAmerican	1998	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
DQ448231	DENV2_DQ448231_Cosmopolitan_IN_2001	IN	DENV2	Cosmopolitan	2001	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EF457904	DENV2_EF457904_Sylvatic_SN_1999	SN	DENV2	Sylvatic	1999	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
DQ181798	DENV2_DQ181798_Asian_I_TH_1999	TH	DENV2	AsianI	1999	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482588	DENV2_EU482588_AsianAmerican_PR_1990	PR	DENV2	AsianAmerican	1990	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU529706	DENV2_EU529706_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JN851128	DENV2_JN851128_Cosmopolitan_SG_2006	SG	DENV2	Cosmopolitan	2006	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN851129	DENV2_JN851129_Cosmopolitan_SG_2006	SG	DENV2	Cosmopolitan	2006	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482640	DENV2_EU482640_Cosmopolitan_VN_2006	VN	DENV2	Cosmopolitan	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482607	DENV2_EU482607_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU056812	DENV2_EU056812_American_PR_1977	PR	DENV2	American	1977	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ410224	DENV2_FJ410224_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ873808	DENV2_FJ873808_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
AF204177	DENV2_AF204177_Asian_II_CN_1989	CN	DENV2	AsianII	1989	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
GQ398262	DENV2_GQ398262_Cosmopolitan_ID_1976	ID	DENV2	Cosmopolitan	1976	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU687216	DENV2_EU687216_AsianAmerican_PR_2005	PR	DENV2	AsianAmerican	2005	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ639704	DENV2_FJ639704_Asian_I_KH_2003	KH	DENV2	AsianI	2003	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482468	DENV2_EU482468_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU003591	DENV2_EU003591_Sylvatic_NG_1966	NG	DENV2	Sylvatic	1966	NGA	Africa	Nigeria	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
AF100460	DENV2_AF100460_Asian_I_TH_1994	TH	DENV2	AsianI	1994	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398270	DENV2_GQ398270_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
DQ181802	DENV2_DQ181802_Asian_I_TH_1988	TH	DENV2	AsianI	1988	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ461309	DENV2_FJ461309_Asian_I_VN_2008	VN	DENV2	AsianI	2008	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ859028	DENV2_FJ859028_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398259	DENV2_GQ398259_Cosmopolitan_ID_1976	ID	DENV2	Cosmopolitan	1976	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ868641	DENV2_GQ868641_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU596500	DENV2_EU596500_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
KJ830750	DENV2_KJ830750_Cosmopolitan_SA_2014	SA	DENV2	Cosmopolitan	2014	SAU	Asia	Saudi Arabia	Western Asia	Asia	Western Asia	Developing	Western Asia
GQ199892	DENV2_GQ199892_AsianAmerican_JM_2007	JM	DENV2	AsianAmerican	2007	JAM	Americas	Jamaica	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ868558	DENV2_GQ868558_AsianAmerican_CO_2007	CO	DENV2	AsianAmerican	2007	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
KF041233	DENV2_KF041233_Cosmopolitan_PK_2011	PK	DENV2	Cosmopolitan	2011	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EU482572	DENV2_EU482572_AsianAmerican_PR_1987	PR	DENV2	AsianAmerican	1987	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482670	DENV2_EU482670_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JX286520	DENV2_JX286520_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
AF276619	DENV2_AF276619_Cosmopolitan_CN_1987	CN	DENV2	Cosmopolitan	1987	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
FJ850072	DENV2_FJ850072_AsianAmerican_BR_2000	BR	DENV2	AsianAmerican	2000	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ398263	DENV2_GQ398263_Cosmopolitan_ID_1975	ID	DENV2	Cosmopolitan	1975	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AF100462	DENV2_AF100462_Asian_I_TH_1995	TH	DENV2	AsianI	1995	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU677142	DENV2_EU677142_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ199894	DENV2_GQ199894_AsianAmerican_MX_2005	MX	DENV2	AsianAmerican	2005	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EF105385	DENV2_EF105385_Sylvatic_SN_1974	SN	DENV2	Sylvatic	1974	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
EU482693	DENV2_EU482693_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JX669476	DENV2_JX669476_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ882602	DENV2_FJ882602_Cosmopolitan_LK_1996	LK	DENV2	Cosmopolitan	1996	LKA	Asia	Sri Lanka	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ410237	DENV2_FJ410237_Asian_I_VN_2008	VN	DENV2	AsianI	2008	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482701	DENV2_EU482701_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ196853	DENV2_FJ196853_Cosmopolitan_CN_2003	CN	DENV2	Cosmopolitan	2003	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
GQ868631	DENV2_GQ868631_Asian_I_KH_2008	KH	DENV2	AsianI	2008	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482652	DENV2_EU482652_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EF105383	DENV2_EF105383_Sylvatic_CI_1980	CI	DENV2	Sylvatic	1980	CIV	Africa	Côte d’Ivoire	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
EU920850	DENV2_EU920850_AsianAmerican_GP_2006	GP	DENV2	AsianAmerican	2006	GLP	Americas	Guadeloupe	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ639706	DENV2_FJ639706_Asian_I_KH_2004	KH	DENV2	AsianI	2004	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398282	DENV2_GQ398282_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482729	DENV2_EU482729_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ205877	DENV2_FJ205877_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GU131932	DENV2_GU131932_Asian_I_KH_2008	KH	DENV2	AsianI	2008	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JQ922549	DENV2_JQ922549_Cosmopolitan_IN_1996	IN	DENV2	Cosmopolitan	1996	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FM210202	DENV2_FM210202_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GU131927	DENV2_GU131927_Asian_I_KH_2007	KH	DENV2	AsianI	2007	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398296	DENV2_GQ398296_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482699	DENV2_EU482699_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210211	DENV2_FM210211_Asian_I_VN_2003	VN	DENV2	AsianI	2003	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482658	DENV2_EU482658_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482661	DENV2_EU482661_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KC294222	DENV2_KC294222_AsianAmerican_PE_2002	PE	DENV2	AsianAmerican	2002	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ547064	DENV2_FJ547064_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639828	DENV2_FJ639828_Asian_I_TH_2001	TH	DENV2	AsianI	2001	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398284	DENV2_GQ398284_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU677143	DENV2_EU677143_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482645	DENV2_EU482645_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210235	DENV2_FM210235_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482451	DENV2_EU482451_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
DQ181805	DENV2_DQ181805_Asian_I_TH_1979	TH	DENV2	AsianI	1979	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
M29095	DENV2_M29095_Asian_II_PG_1944	PG	DENV2	AsianII	1944	PNG	Oceania	Papua New Guinea	Melanesia	Oceania	Melanesia	Developing	Oceania
FJ432726	DENV2_FJ432726_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398285	DENV2_GQ398285_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
KJ189308	DENV2_KJ189308_AsianAmerican_MX_2009	MX	DENV2	AsianAmerican	2009	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU920846	DENV2_EU920846_AsianAmerican_GF_2006	GF	DENV2	AsianAmerican	2006	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ850065	DENV2_FJ850065_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ898465	DENV2_FJ898465_AsianAmerican_VE_1998	VE	DENV2	AsianAmerican	1998	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482669	DENV2_EU482669_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AY858036	DENV2_AY858036_Cosmopolitan_ID_2004	ID	DENV2	Cosmopolitan	2004	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850085	DENV2_FJ850085_AsianAmerican_BR_2005	BR	DENV2	AsianAmerican	2005	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EU569708	DENV2_EU569708_AsianAmerican_PR_1995	PR	DENV2	AsianAmerican	1995	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU677146	DENV2_EU677146_AsianAmerican_PR_2004	PR	DENV2	AsianAmerican	2004	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ467493	DENV2_FJ467493_Sylvatic_MY_2008	MY	DENV2	Sylvatic	2008	MYS	Asia	Malaysia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898449	DENV2_FJ898449_American_HN_1984	HN	DENV2	American	1984	HND	Americas	Honduras	Latin America and the Caribbean	Americas	Central America	Developing	Central America
HM582107	DENV2_HM582107_American_AS_1972	AS	DENV2	American	1972	ASM	Oceania	American Samoa	Polynesia	Oceania	Polynesia	Developing	Oceania
EU482603	DENV2_EU482603_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JX475906	DENV2_JX475906_Cosmopolitan_IN_2009	IN	DENV2	Cosmopolitan	2009	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ882594	DENV2_FJ882594_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482776	DENV2_EU482776_Asian_I_VN_2005	VN	DENV2	AsianI	2005	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ868600	DENV2_GQ868600_American_PR_1969	PR	DENV2	American	1969	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU920828	DENV2_EU920828_AsianAmerican_GF_1993	GF	DENV2	AsianAmerican	1993	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ398302	DENV2_GQ398302_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU920835	DENV2_EU920835_AsianAmerican_GF_2002	GF	DENV2	AsianAmerican	2002	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ547067	DENV2_FJ547067_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ906957	DENV2_FJ906957_Asian_I_TH_1996	TH	DENV2	AsianI	1996	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210218	DENV2_FM210218_AsianAmerican_VN_2002	VN	DENV2	AsianAmerican	2002	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF357906	DENV2_JF357906_AsianAmerican_NI_2008	NI	DENV2	AsianAmerican	2008	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ205885	DENV2_FJ205885_AsianAmerican_NI_2008	NI	DENV2	AsianAmerican	2008	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU920840	DENV2_EU920840_AsianAmerican_GF_2005	GF	DENV2	AsianAmerican	2005	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482679	DENV2_EU482679_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920849	DENV2_EU920849_AsianAmerican_GP_2006	GP	DENV2	AsianAmerican	2006	GLP	Americas	Guadeloupe	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JQ922550	DENV2_JQ922550_American_IN_1971	IN	DENV2	American	1971	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
KF955364	DENV2_KF955364_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ868620	DENV2_GQ868620_Asian_I_KH_2003	KH	DENV2	AsianI	2003	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398269	DENV2_GQ398269_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU529701	DENV2_EU529701_AsianAmerican_PR_1991	PR	DENV2	AsianAmerican	1991	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FM210237	DENV2_FM210237_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482464	DENV2_EU482464_Asian_I_VN_2006	VN	DENV2	AsianI	2006	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KC294201	DENV2_KC294201_AsianAmerican_PE_2009	PE	DENV2	AsianAmerican	2009	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482705	DENV2_EU482705_Asian_I_VN_2007	VN	DENV2	AsianI	2007	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
