accession	id	country_code	serotype	genotype	year	Country ISO3	Continent	Country	Sub-region	Region	Int-region	Is Developed	Location
EF105387	DENV2_EF105387_Sylvatic_NG_1966	NG	DENV2	Sylvatic	1966.0	NGA	Africa	Nigeria	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
JN819408	DENV2_JN819408_AsianAmerican_VE_2001	VE	DENV2	AsianAmerican	2001.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210214	DENV2_FM210214_Asian_I_VN_2004	VN	DENV2	AsianI	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU677148	DENV2_EU677148_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EF105385	DENV2_EF105385_Sylvatic_SN_1974	SN	DENV2	Sylvatic	1974.0	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
AY858035	DENV2_AY858035_Cosmopolitan_ID_2004	ID	DENV2	Cosmopolitan	2004.0	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AF100465	DENV2_AF100465_American_VE_1987	VE	DENV2	American	1987.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482661	DENV2_EU482661_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
HM582115	DENV2_HM582115_American_TO_1974	TO	DENV2	American	1974.0	TON	Oceania	Tonga	Polynesia	Oceania	Polynesia	Developing	Oceania
GQ199892	DENV2_GQ199892_AsianAmerican_JM_2007	JM	DENV2	AsianAmerican	2007.0	JAM	Americas	Jamaica	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482762	DENV2_EU482762_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU920842	DENV2_EU920842_AsianAmerican_SR_2005	SR	DENV2	AsianAmerican	2005.0	SUR	Americas	Suriname	Latin America and the Caribbean	Americas	South America	Developing	South America
KJ734727	DENV2_KJ734727_Asian_II_TW_2014	TW	DENV2	AsianII	2014.0	TWN	Asia	Republic of China	Eastern Asia	Asia	Eastern Asia		Eastern Asia
HM181971	DENV2_HM181971_AsianAmerican_BR_2008	BR	DENV2	AsianAmerican	2008.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
KF041233	DENV2_KF041233_Cosmopolitan_PK_2011	PK	DENV2	Cosmopolitan	2011.0	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
AF204178	DENV2_AF204178_Asian_II_CN_1987	CN	DENV2	AsianII	1987.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
GQ868604	DENV2_GQ868604_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ410217	DENV2_FJ410217_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482652	DENV2_EU482652_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210213	DENV2_FM210213_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482687	DENV2_EU482687_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU920846	DENV2_EU920846_AsianAmerican_GF_2006	GF	DENV2	AsianAmerican	2006.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482469	DENV2_EU482469_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850066	DENV2_FJ850066_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ410241	DENV2_FJ410241_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JX567950	DENV2_JX567950_AsianAmerican_BR_2008	BR	DENV2	AsianAmerican	2008.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EU179859	DENV2_EU179859_Cosmopolitan_BN_2006	BN	DENV2	Cosmopolitan	2006.0	BRN	Asia	Brunei Darussalam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
M84728	DENV2_M84728__Asian_I_TH_1984	TH	DENV2	AsianI	1984.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JX649148	DENV2_JX649148_AsianAmerican_VN_1995	VN	DENV2	AsianAmerican	1995.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AY037116	DENV2_AY037116_Cosmopolitan_AU_1993	AU	DENV2	Cosmopolitan	1993.0	AUS	Oceania	Australia	Australia and New Zealand	Oceania	Australia and New Zealand	Developed	Oceania
FJ410223	DENV2_FJ410223_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ873808	DENV2_FJ873808_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JQ955623	DENV2_JQ955623_Cosmopolitan_IN_2009	IN	DENV2	Cosmopolitan	2009.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EU482607	DENV2_EU482607_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ868553	DENV2_GQ868553_AsianAmerican_CO_1999	CO	DENV2	AsianAmerican	1999.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
JQ922550	DENV2_JQ922550_American_IN_1971	IN	DENV2	American	1971.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
GU369819	DENV2_GU369819_AsianAmerican_MX_2002	MX	DENV2	AsianAmerican	2002.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JN819419	DENV2_JN819419_AsianAmerican_BR_2000	BR	DENV2	AsianAmerican	2000.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ868631	DENV2_GQ868631_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850085	DENV2_FJ850085_AsianAmerican_BR_2005	BR	DENV2	AsianAmerican	2005.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
AF100461	DENV2_AF100461_Asian_I_TH_1995	TH	DENV2	AsianI	1995.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210217	DENV2_FM210217_AsianAmerican_VN_1999	VN	DENV2	AsianAmerican	1999.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
DQ181802	DENV2_DQ181802_Asian_I_TH_1988	TH	DENV2	AsianI	1988.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482726	DENV2_EU482726_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482575	DENV2_EU482575_AsianAmerican_PR_1987	PR	DENV2	AsianAmerican	1987.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482728	DENV2_EU482728_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ639710	DENV2_FJ639710_Asian_I_KH_2005	KH	DENV2	AsianI	2005.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898454	DENV2_FJ898454_Cosmopolitan_IN_2006	IN	DENV2	Cosmopolitan	2006.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ744708	DENV2_FJ744708_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GQ398259	DENV2_GQ398259_Cosmopolitan_ID_1976	ID	DENV2	Cosmopolitan	1976.0	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398286	DENV2_GQ398286_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482605	DENV2_EU482605_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210218	DENV2_FM210218_AsianAmerican_VN_2002	VN	DENV2	AsianAmerican	2002.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF260983	DENV2_JF260983_Sylvatic_ES_2009	ES	DENV2	Sylvatic	2009.0	ESP	Europe	Spain	Southern Europe	Europe	Southern Europe	Developed	Europe
FJ906957	DENV2_FJ906957_Asian_I_TH_1996	TH	DENV2	AsianI	1996.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN819407	DENV2_JN819407_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ850108	DENV2_FJ850108_AsianAmerican_VE_2008	VE	DENV2	AsianAmerican	2008.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
JF730049	DENV2_JF730049_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EF457904	DENV2_EF457904_Sylvatic_SN_1999	SN	DENV2	Sylvatic	1999.0	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
EU482561	DENV2_EU482561_AsianAmerican_PR_1996	PR	DENV2	AsianAmerican	1996.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JN851126	DENV2_JN851126_Cosmopolitan_SG_2005	SG	DENV2	Cosmopolitan	2005.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JX669477	DENV2_JX669477_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
KC294201	DENV2_KC294201_AsianAmerican_PE_2009	PE	DENV2	AsianAmerican	2009.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ850072	DENV2_FJ850072_AsianAmerican_BR_2000	BR	DENV2	AsianAmerican	2000.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
JX669476	DENV2_JX669476_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ868555	DENV2_GQ868555_AsianAmerican_CO_2005	CO	DENV2	AsianAmerican	2005.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
EF105383	DENV2_EF105383_Sylvatic_CI_1980	CI	DENV2	Sylvatic	1980.0	CIV	Africa	Côte d’Ivoire	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
JN851130	DENV2_JN851130_Cosmopolitan_SG_2005	SG	DENV2	Cosmopolitan	2005.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850120	DENV2_FJ850120_AsianAmerican_NI_2001	NI	DENV2	AsianAmerican	2001.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GQ398285	DENV2_GQ398285_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ898451	DENV2_FJ898451_AsianAmerican_DO_2003	DO	DENV2	AsianAmerican	2003.0	DOM	Americas	Dominican Republic	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
KJ010185	DENV2_KJ010185_Cosmopolitan_PK_2011	PK	DENV2	Cosmopolitan	2011.0	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EU482590	DENV2_EU482590_AsianAmerican_PR_1990	PR	DENV2	AsianAmerican	1990.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU920835	DENV2_EU920835_AsianAmerican_GF_2002	GF	DENV2	AsianAmerican	2002.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ868592	DENV2_GQ868592_American_CO_1986	CO	DENV2	American	1986.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482693	DENV2_EU482693_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ898460	DENV2_FJ898460_AsianAmerican_KN_2001	KN	DENV2	AsianAmerican	2001.0	KNA	Americas	Saint Kitts and Nevis	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AF100468	DENV2_AF100468_American_PE_1996	PE	DENV2	American	1996.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
JQ922549	DENV2_JQ922549_Cosmopolitan_IN_1996	IN	DENV2	Cosmopolitan	1996.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ898466	DENV2_FJ898466_AsianAmerican_VE_2000	VE	DENV2	AsianAmerican	2000.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
HM488257	DENV2_HM488257_Cosmopolitan_GU_2001	GU	DENV2	Cosmopolitan	2001.0	GUM	Oceania	Guam	Micronesia	Oceania	Micronesia	Developing	Oceania
DQ645550	DENV2_DQ645550_Cosmopolitan_TW_2002	TW	DENV2	Cosmopolitan	2002.0	TWN	Asia	Republic of China	Eastern Asia	Asia	Eastern Asia		Eastern Asia
EU569714	DENV2_EU569714_AsianAmerican_PR_1997	PR	DENV2	AsianAmerican	1997.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
KC294201.1	DENV2_KC294201_AsianAmerican_PE_2009	PE	DENV2	AsianAmerican	2009.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
AY037116.1	DENV2_AY037116_Cosmopolitan_AU_1993	AU	DENV2	Cosmopolitan	1993.0	AUS	Oceania	Australia	Australia and New Zealand	Oceania	Australia and New Zealand	Developed	Oceania
EU596500.1	DENV2_EU596500_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482590.1	DENV2_EU482590_AsianAmerican_PR_1990	PR	DENV2	AsianAmerican	1990.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EF105383.1	DENV2_EF105383_Sylvatic_CI_1980	CI	DENV2	Sylvatic	1980.0	CIV	Africa	Côte d’Ivoire	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
AF100462.1	DENV2_AF100462_Asian_I_TH_1995	TH	DENV2	AsianI	1995.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ873808.1	DENV2_FJ873808_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ898449.1	DENV2_FJ898449_American_HN_1984	HN	DENV2	American	1984.0	HND	Americas	Honduras	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ639710.1	DENV2_FJ639710_Asian_I_KH_2005	KH	DENV2	AsianI	2005.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410241.1	DENV2_FJ410241_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482649.1	DENV2_EU482649_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF730047.1	DENV2_JF730047_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850072.1	DENV2_FJ850072_AsianAmerican_BR_2000	BR	DENV2	AsianAmerican	2000.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ873808.2	DENV2_FJ873808_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
M29095.1	DENV2_M29095_Asian_II_PG_1944	PG	DENV2	AsianII	1944.0	PNG	Oceania	Papua New Guinea	Melanesia	Oceania	Melanesia	Developing	Oceania
GQ398259.1	DENV2_GQ398259_Cosmopolitan_ID_1976	ID	DENV2	Cosmopolitan	1976.0	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920834.1	DENV2_EU920834_AsianAmerican_GF_2001	GF	DENV2	AsianAmerican	2001.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
JX669476.1	DENV2_JX669476_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EF105383.2	DENV2_EF105383_Sylvatic_CI_1980	CI	DENV2	Sylvatic	1980.0	CIV	Africa	Côte d’Ivoire	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
EU726767.1	DENV2_EU726767_Asian_I_TH_1994	TH	DENV2	AsianI	1994.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EF457904.1	DENV2_EF457904_Sylvatic_SN_1999	SN	DENV2	Sylvatic	1999.0	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
FM210235.1	DENV2_FM210235_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EF457904.2	DENV2_EF457904_Sylvatic_SN_1999	SN	DENV2	Sylvatic	1999.0	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
FJ898451.1	DENV2_FJ898451_AsianAmerican_DO_2003	DO	DENV2	AsianAmerican	2003.0	DOM	Americas	Dominican Republic	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ398286.1	DENV2_GQ398286_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AF100461.1	DENV2_AF100461_Asian_I_TH_1995	TH	DENV2	AsianI	1995.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
M20558.1	DENV2_M20558_AsianAmerican_JM_1983	JM	DENV2	AsianAmerican	1983.0	JAM	Americas	Jamaica	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AY037116.2	DENV2_AY037116_Cosmopolitan_AU_1993	AU	DENV2	Cosmopolitan	1993.0	AUS	Oceania	Australia	Australia and New Zealand	Oceania	Australia and New Zealand	Developed	Oceania
EU677143.1	DENV2_EU677143_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ410217.1	DENV2_FJ410217_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850066.1	DENV2_FJ850066_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FM210213.1	DENV2_FM210213_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398285.1	DENV2_GQ398285_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482664.1	DENV2_EU482664_AsianAmerican_VN_2006	VN	DENV2	AsianAmerican	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398286.2	DENV2_GQ398286_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GU369819.1	DENV2_GU369819_AsianAmerican_MX_2002	MX	DENV2	AsianAmerican	2002.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ850088.1	DENV2_FJ850088_AsianAmerican_BR_2006	BR	DENV2	AsianAmerican	2006.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EF105385.1	DENV2_EF105385_Sylvatic_SN_1974	SN	DENV2	Sylvatic	1974.0	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
EU482590.2	DENV2_EU482590_AsianAmerican_PR_1990	PR	DENV2	AsianAmerican	1990.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JF357906.1	DENV2_JF357906_AsianAmerican_NI_2008	NI	DENV2	AsianAmerican	2008.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482744.1	DENV2_EU482744_AsianAmerican_PR_1989	PR	DENV2	AsianAmerican	1989.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ639707.1	DENV2_FJ639707_Asian_I_KH_2004	KH	DENV2	AsianI	2004.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210235.2	DENV2_FM210235_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210213.2	DENV2_FM210213_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410215.1	DENV2_FJ410215_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF730049.1	DENV2_JF730049_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639831.1	DENV2_FJ639831_Asian_I_TH_2001	TH	DENV2	AsianI	2001.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639710.2	DENV2_FJ639710_Asian_I_KH_2005	KH	DENV2	AsianI	2005.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ850106.1	DENV2_FJ850106_AsianAmerican_VE_2008	VE	DENV2	AsianAmerican	2008.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
KC131142.1	DENV2_KC131142_Cosmopolitan_CN_2012	CN	DENV2	Cosmopolitan	2012.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
GU131932.1	DENV2_GU131932_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ868604.1	DENV2_GQ868604_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ898449.2	DENV2_FJ898449_American_HN_1984	HN	DENV2	American	1984.0	HND	Americas	Honduras	Latin America and the Caribbean	Americas	Central America	Developing	Central America
KJ010185.1	DENV2_KJ010185_Cosmopolitan_PK_2011	PK	DENV2	Cosmopolitan	2011.0	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EU482635.1	DENV2_EU482635_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GU131947.1	DENV2_GU131947_AsianAmerican_CO_2007	CO	DENV2	AsianAmerican	2007.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ898451.2	DENV2_FJ898451_AsianAmerican_DO_2003	DO	DENV2	AsianAmerican	2003.0	DOM	Americas	Dominican Republic	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JX669477.1	DENV2_JX669477_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EU660413.1	DENV2_EU660413_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF260983.1	DENV2_JF260983_Sylvatic_ES_2009	ES	DENV2	Sylvatic	2009.0	ESP	Europe	Spain	Southern Europe	Europe	Southern Europe	Developed	Europe
GQ398296.1	DENV2_GQ398296_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482554.1	DENV2_EU482554_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482762.1	DENV2_EU482762_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
