,Afghanistan,Algeria,Argentina,Austria,Azerbaijan,Bangladesh,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Czech Republic,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Laos,Latvia,Lebanon,Liberia,Lithuania,Macedonia,Madagascar,Malaysia,Mali,Mauritania,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Svalbard,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,USA,Viet Nam,Zaire,Zambia,Zimbabwe
Israel,0.7017482189136512,0.5455172163009996,0.01370895608661804,0.3260635597582573,0.9665242976202759,0.5718651073408896,0.44705087233472796,0.5339216067747268,0.8160252491849694,0.21797716170633474,0.7907827420521145,0.6838372950873935,0.469276508014161,0.7351772055174708,0.5215485072865957,0.11270931752691449,0.38765488164062667,0.7375861005030552,0.55093809748789,0.633947189459196,0.18417015330089792,0.3382937052984194,0.22475845398754557,0.0782139017329001,0.524144197247831,0.5409692871434655,0.5185537302549734,0.8085475123439348,0.8477191808074259,0.9547022606415969,0.2790006039148223,0.5074536305997955,0.1357932451259528,0.04838730878448694,0.3616593109936006,0.11517129878237664,0.6466405630010075,0.13755154043663764,0.8907401832825735,0.7002089769400337,0.7137028346770686,0.28283293474546545,0.028424599768112846,0.3583173806604325,0.22266081979135255,0.02581965923453211,0.7460669861165239,0.3972295974418102,0.2191045214606716,0.08261986363246931,0.31816654904000485,0.25770865634427986,0.04611173056146756,0.8729753574451996,0.0005902037726257525,0.09522702001469108,0.641562145464228,0.8692891951706854,0.005741608880576066,0.20328659138208793,0.7247284045192,0.2828870528512514,0.6241997704614822,0.662640188226477,0.20395090237355473,0.4734409253979769,0.8927108050547171,0.18793268383517292,0.5585926214117698,0.20032664488923357,0.18069016924796022,0.44742582722307944,0.040652421997059096,0.21091201216156075,0.18264611604789815,0.0012070887378823336,0.14852064210740423,0.08597289541076691,0.6694527390922386,0.5361519593191756,0.014583833346939246,0.9827928960653649,0.5318100123215312,0.8527465295147132,0.7453337254442425,0.4936413604820319,0.8122522697849381,0.4926150335054924,0.6210566671136475,0.9761982742006122,0.9434069673030586,0.42581303613576715,0.10472550617198861,0.8967324638790768,0.16515107865066547,0.6802555514430771,0.08837200523463828,0.9757429535413457,0.6207615544177979,0.16051323882724122,0.4434329210917273,0.31882504199227024,0.238309033116051,0.8044456186258022,0.758121701569777,0.7315498951392893,0.6216729015457116,0.9166930622167354,0.992987424688969,0.6288303608743938,0.2796405558970424,0.04062128738029824,0.935865767444572,0.01886969273093453,0.24083958953808926,0.3329134990918179,0.4725670425688041,0.5066697816302221,0.23023154596744178,0.9888316157003307,0.4977427938311959
Italy,0.8609377180753092,0.9303272189288859,0.35442713162946116,0.9021053183364051,0.2433405785247359,0.9336880086035144,0.8916480674154847,0.016340194982550238,0.19997377359681034,0.30816880705200267,0.9623051732946056,0.5693555332280733,0.8935229908026449,0.452436660442736,0.10736235949755091,0.3028671814094107,0.19006782400363176,0.2825710041612357,0.6035136050774357,0.7655224229337394,0.1674010285997959,0.29278204400774177,0.20811079776067654,0.21810102792084307,0.9842474639858505,0.8257137139107714,0.414056621237464,0.49751232817595914,0.8448851939349961,0.8899991838297518,0.5164571791687788,0.4315466082576346,0.9330449462734234,0.3178545313688811,0.04037195168137897,0.16738104622009586,0.0833524999828843,0.6872741663141562,0.09074654551868744,0.4282188880402532,0.39862281593419613,0.5471130084428536,0.612749707340585,0.9117698196202173,0.05562853482736008,0.08335718631255418,0.13775509774138162,0.9290141430827373,0.22711455677255055,0.670418881407816,0.47227476397081025,0.029641825842932956,0.02021490021286365,0.4098375810638484,0.8980161990371751,0.8731849798713673,0.7755449048053695,0.9539897274865402,0.10902197770649114,0.21431595512679802,0.4620116483136323,0.029088483475204985,0.5256301443280132,0.7228506896745263,0.6967914163652476,0.4650131683776627,0.9689397639957423,0.7368952951508374,0.6500087961697972,0.1251828425018372,0.5711142109039821,0.14556217972536023,0.6947021880099251,0.1444293828118397,0.10764647796300608,0.636846648604726,0.6530800732475046,0.04682721677332513,0.14049069268566028,0.7427500419375226,0.42174830454519663,0.6227976556181403,0.006106869484278299,0.24208723534136212,0.29510783102030747,0.3791484861338221,0.0684791081762437,0.5246706537037348,0.678889961708061,0.7321433326605119,0.6374431768977272,0.4547633675636106,0.9454890689110236,0.8944221417899264,0.14693960777446136,0.21354694091098636,0.043662873092780385,0.6066430624091671,0.2648081463616305,0.67511469456334,0.319560770478599,0.8206762480829367,0.7782935518508838,0.20340560275031383,0.2841676796755652,0.23082108457563388,0.7240526508274994,0.53443086079138,0.49421068507116395,0.6478542303380985,0.18855189301452346,0.7163078518278863,0.2716309298619659,0.24453903371430663,0.6062841678913393,0.029107274751544954,0.10917415038693223,0.3040289890333,0.07745604959959862,0.20158076664937397,0.0063360764168264305
Japan,0.35043940979722166,0.7226940183770004,0.15109228839981048,0.5619771327599825,0.006762232073342811,0.9485846515959143,0.6047254239068803,0.3980739181812457,0.0750054801572283,0.3417066644662361,0.09862070011329016,0.35622493309163716,0.9911014527503889,0.7615447642072911,0.45820802491048773,0.7915487310387505,0.6411332504854252,0.6725747610130847,0.1803248905237308,0.13490316532421143,0.3077946775275996,0.04000264874658033,0.6740011708635627,0.21869090045988837,0.7077586356878084,0.7668941912713053,0.7251409370318715,0.844873765027583,0.9172830722500845,0.6041767296041769,0.8792623277016453,0.9677374066855317,0.46819569393430627,0.8861563114467734,0.9348299581531004,0.49496436362398,0.12192529227319349,0.2466965763296658,0.5807259186117208,0.2906497331176642,0.155851225265339,0.7614082062381234,0.00993555682023628,0.8311746043394874,0.7112602396643566,0.10615024018611308,0.9950741236717692,0.9932894140627047,0.10918994861696096,0.9280662029921352,0.3621993366066034,0.4290740993993144,0.8025085545399003,0.9784082241002089,0.2561484436569683,0.99855753105428,0.48931951700321064,0.11935962393289445,0.21422821926196478,0.5696625410345338,0.4942594134446754,0.5258670604511357,0.12719912401241662,0.9329009397213348,0.7547834108821949,0.9209661194749731,0.24070254036190109,0.08298221179939702,0.168211699949966,0.8016873616558398,0.939695527472459,0.2978453075356685,0.5705501122911049,0.7629929496570402,0.8383169350757836,0.21646816863395002,0.3372968302821069,0.2636787177985995,0.9437805485116095,0.3175233134914546,0.27525822198424,0.12717592399809474,0.27499839637001766,0.18337046622806064,0.147763027714938,0.02294772238270415,0.4247470651730616,0.9204860510351618,0.30962851367106015,0.8990768033361968,0.12559300977623822,0.8208536594753566,0.8996280774259043,0.8821541682911578,0.5831634251424654,0.3323180897498911,0.3374304368006983,0.7290299995710713,0.5879869075556287,0.2682350338928915,0.09152246769158079,0.05527083530527388,0.1282709579097765,0.09787332430236295,0.6388871008577561,0.7277748526050376,0.8642136683519682,0.7202993898996723,0.24782323997464684,0.9525299578169547,0.524787495262629,0.6577996407611938,0.365119071677508,0.4433270150190749,0.0017515052021730426,0.36914016850065723,0.8471024083419584,0.0689911221304298,0.9752722659797171,0.7323670398473958,0.5049797824733828
Jordan,0.8418377931240851,0.6359029770660524,0.034477646038906906,0.5290990182102101,0.9600364475502603,0.5449885349750958,0.20949060665382735,0.9415349247450707,0.9159414063016431,0.4774038786576007,0.49407118599792166,0.09228519035286908,0.8932191398495217,0.48195978660338856,0.5255641919638454,0.02135019674875749,0.2305328872171869,0.37435208993417823,0.8530160876590787,0.46777722350351536,0.5445382887799257,0.32273109352605245,0.984310599980359,0.48833167245100706,0.48412451463271033,0.42940200526958816,0.8615922353296526,0.1911644309680074,0.5139850849366882,0.02705148372914923,0.12716297067160043,0.04153186441963452,0.9113363566725025,0.3646960574659771,0.4123687862401255,0.8780070376700034,0.40226931935741395,0.11040648760810423,0.19172653323623234,0.2479930839724852,0.46957963179505346,0.27247854563212925,0.6129099202263204,0.9065458942682335,0.909514657713384,0.366118949236123,0.694364637111626,0.006138609036426934,0.7008897635828627,0.43107234996615174,0.32398882762893,0.5640453270929763,0.3256115232165284,0.9479265540456633,0.4641808537265365,0.2602471044230108,0.46899091786938274,0.6788414846332607,0.040845419472664735,0.8245336569933975,0.4307282515234312,0.8712544279922784,0.6493599938730724,0.4358555034475988,0.9693313360837483,0.2749936360227163,0.5240121158224376,0.9007584608847703,0.008193380841310272,0.9520028310413455,0.7102766171298951,0.22046549101380952,0.5263922422832983,0.1296631988995497,0.6455773143111686,0.10125281571636313,0.5405588743598292,0.0057088528976553254,0.9967335811988343,0.11917945599704649,0.06304643411141597,0.8849474293107922,0.16046911128013963,0.12503772605007601,0.8271818786931999,0.14146889163303755,0.2627138087544494,0.44037574699107984,0.524431804142748,0.06785239374032503,0.9051124056733453,0.9255879386073056,0.0764441193062132,0.5445702713864401,0.9931759240191722,0.9432002481268599,0.8903167848573361,0.29399916536624104,0.42581384716146653,0.42259795854296356,0.21853865193964972,0.007317608045286583,0.21966332872546213,0.3159953643299458,0.33348828433673083,0.5190612571532258,0.5717005329914328,0.8724820191523524,0.3610611853093598,0.05203721300796771,0.5106808558360548,0.0357398202420901,0.9022456664329365,0.709508075820136,0.01888289854478109,0.3797959040235689,0.7300707471609309,0.7799470736673009,0.47945125235255603,0.563261398619402,0.8930296384749877
Kazakhstan,0.6266041965032587,0.8034238679968966,0.9407926190172472,0.9493665143041266,0.6943031907679376,0.6151462637639205,0.6751768404399789,0.33269838234882576,0.5302832730759575,0.43207298889028156,0.8418921165088146,0.29856243282511474,0.1806382162496285,0.05219158632652188,0.5386733401182225,0.03904936987805274,0.57879935866207,0.8941217311723891,0.8656957650491452,0.1316674378675401,0.31696984287786634,0.21218701774776405,0.8598134702144444,0.30901226266511683,0.3859011470548791,0.3105113173876284,0.30228854396901406,0.4400427894051202,0.8050008091755734,0.9635212748870572,0.020770309478840954,0.4754484668421948,0.17940662198614543,0.48341201166985714,0.7305307215252201,0.41509521355620793,0.6490126844697673,0.6984341691479689,0.7196902607407761,0.14504781913682685,0.7530268590049569,0.06829592667902484,0.45144590399195816,0.12444381696061302,0.5363047067052724,0.39874164260679745,0.8635903322826981,0.05324521754361233,0.9224614686842693,0.7940911677785956,0.040882538606744845,0.255744559587734,0.8622134210742562,0.948329495490798,0.7972742608645954,0.3437740995309877,0.5637589104951908,0.4084513316033146,0.46685506712749136,0.44538421718618326,0.31223564276336646,0.017568399426393766,0.031797453738592996,0.39057263313151525,0.17913511665367898,0.728057568424049,0.2169059574410418,0.15473596602441475,0.13471863768276982,0.1810282267211214,0.9413128107658603,0.1428293168468756,0.7086775493497957,0.7240470128758884,0.5222200681207695,0.03825942476016053,0.7759659358318524,0.6631545904017533,0.6473439236842238,0.6365256357398557,0.8131572388853171,0.47934962076800003,0.7848807958218171,0.6265832461812137,0.21863987818023523,0.4715856536904176,0.7746159615322378,0.9746810965521635,0.010166011153936005,0.9725774825588492,0.0930576093825668,0.3540700607238788,0.3930680492234556,0.4617381581776254,0.9283097701071171,0.9405273078698015,0.8806801465739081,0.8774696475715694,0.27858296244060576,0.5696408357468712,0.7273968836598874,0.7275378022285163,0.8233407024708737,0.11596490353749833,0.2749644316852433,0.29648974737827394,0.912098372936433,0.4094510498241444,0.8255348804926026,0.696644945803686,0.40998154395391406,0.19455558743976975,0.0192281073448769,0.8516929715761722,0.23661548383200526,0.39670077853992747,0.5015190705468534,0.29558860852077284,0.3673409494983705,0.2940422534587339,0.19970186175564952
Kenya,0.27642613236608216,0.6294454298096941,0.7644302722714126,0.321834027326102,0.8032519913328305,0.8056549623279292,0.8640144885599172,0.12027085852855302,0.6949847551180275,0.7183454634390875,0.6247388576763004,0.20556354579948743,0.07342881263177725,0.561218642206461,0.8555550839474009,0.012487780044012076,0.39169261643455533,0.4233330512130711,0.8279259820244445,0.4085902390966516,0.025026793914274315,0.3012911686518238,0.4740619195659661,0.23293034031566862,0.24727686780792668,0.5579980964705676,0.8355760276732478,0.28838078270101186,0.019611335558512133,0.6694534784983731,0.36095533729503404,0.20543614763488005,0.27469761113753755,0.3843015594489195,0.9943448195566326,0.654867024673237,0.46639862925485354,0.17660957565055713,0.6865649299062008,0.39242261454720495,0.11369623167572795,0.3735828857243517,0.5426644613872623,0.07541953659021228,0.5297099680400361,0.5639294962789942,0.9370320253937268,0.5274275263451239,0.6950169723456703,0.17001662017944064,0.21364138519909603,0.6141801718548707,0.6561567683646076,0.44865074539967786,0.9964853270541372,0.7485015733824085,0.753883199490462,0.6813409410763429,0.4335339377457813,0.5197292268914853,0.2305034593933628,0.19621751611230587,0.40530319808704607,0.2069604137713028,0.9948834064476612,0.3207735419410155,0.9102050534828282,0.22492041107266547,0.20170098844373008,0.10198626152312262,0.27869332927760737,0.13791970658379082,0.6148337022421166,0.13973457147979962,0.6397243272592618,0.6090241185723289,0.09808285013525408,0.6717875538684763,0.3010543465577509,0.43068513716685963,0.09487289457416703,0.41756831172681963,0.4192397258784609,0.8888712688531306,0.1309705027278978,0.9237384664239996,0.7527815153775449,0.581506119314498,0.5276608539065358,0.34141398609191054,0.3835415399975326,0.43691320195937644,0.9318824337186842,0.15978786927469135,0.5790395684654802,0.029736968286623533,0.7183997530589596,0.13650034385506726,0.24992755824352542,0.30403621692902927,0.48782541373873234,0.6671457485580145,0.01788254718375415,0.16995730656685348,0.9190003899900743,0.07774313092535401,0.09186436104423379,0.14753529820713285,0.8893897038816139,0.6787676846435621,0.38551320598986194,0.03056116368986661,0.19762530811897827,0.3453356534512595,0.8854605810113175,0.051480475984697516,0.3607115944559439,0.29527682025125146,0.5407459813040802,0.8384435401804632,0.5113799193408537
Laos,0.6999019487712759,0.7018622836179466,0.587201188793424,0.016722332524235495,0.14182925962362114,0.9908721266542468,0.32422876357829267,0.8040662789413126,0.577289855825984,0.7389969753120129,0.7795094625654871,0.6643944767307249,0.37517968309664973,0.7718212334849126,0.24597155653820213,0.011858009552761395,0.9302264977185404,0.47254640692386995,0.08296849050822297,0.49312637550408467,0.37360108148179527,0.1463365714901238,0.6568179000821904,0.33391507986623403,0.1276983923666679,0.3233148241030601,0.009789790825150968,0.6730661340899241,0.36672927712054115,0.656240451080946,0.576372746948912,0.9792468804168853,0.6012916890689836,0.7068448048565984,0.773075639146367,0.5676049211930548,0.4540987132341572,0.7104729365695295,0.2905845212037177,0.7570270691589542,0.14419538338141802,0.8926896364499821,0.19124486795062656,0.11130085215447494,0.30335679362992973,0.19405162945777477,0.18613959066531793,0.25654295024329943,0.48928297320969416,0.6542064542868542,0.6880437210226806,0.5118123258486912,0.12836821614704574,0.8883035957389164,0.6752511945644586,0.17428276455927105,0.755791265247814,0.059161407480450734,0.7021393256965826,0.913213079291426,0.882194292813898,0.044073616832250195,0.5977555552832458,0.40787951805848965,0.17133476603229536,0.7607175064151075,0.3798788710473855,0.9444545227759369,0.8081608237825062,0.6159609904905679,0.37340743833799883,0.1512808671071333,0.04176028743083515,0.42732917480850574,0.7279817325834628,0.5447590192227143,0.7813662458577282,0.47778122425452896,0.3159824149175443,0.7344051486222207,0.21784569767941764,0.9929409505503577,0.7394927308990821,0.8833927380579445,0.3253407145613354,0.285672394525351,0.45391047946243046,0.9249393801558499,0.23451306989952747,0.27615670923607627,0.8150590959416286,0.889912607466315,0.7583283006244455,0.42018345642770794,0.3164892972033885,0.3410436073034616,0.473246820352734,0.7576099948925221,0.49212649719534574,0.7003911522429491,0.5709361135574423,0.5139175090138605,0.9879541620375614,0.656983943425259,0.47615322127629245,0.23460091262733185,0.6564750906734323,0.921923980209961,0.873370667128952,0.1508212317908766,0.32188320152259076,0.7346078119199391,0.23205953851420258,0.44206285261031064,0.57873949413969,0.8637401646088588,0.3047268698266109,0.37342988363582097,0.16838107808318137,0.6720802811133377,0.6418870156808077
Latvia,0.2473943900467841,0.16307777438318305,0.8463743047277988,0.9995010211922339,0.908617691430217,0.19476367431661112,0.85285121476677,0.33478819966151674,0.052111303032612244,0.20299408969640753,0.05521069184632266,0.6504603350265925,0.605419384701604,0.4959947501120301,0.8512299435126298,0.10017420719889547,0.46263255089844013,0.45213702144373324,0.6199906303097157,0.03604953945710543,0.06164275409211539,0.9929296876397805,0.8164544878226975,0.14030867179796758,0.5967329950063749,0.32515545307834604,0.17002986016063892,0.879856898604652,0.6460230705496756,0.011063530573800828,0.8253903704777924,0.7829201849394511,0.33731178601974887,0.3292006535918538,0.22411192508912992,0.40445850244703285,0.5136151069340921,0.8325605442961386,0.592588369011801,0.5487191764447448,0.7438296872058378,0.4316196285999908,0.0041161895467578535,0.43808835163708415,0.4191268678475687,0.05281722893168228,0.12008750822671521,0.5531051346569344,0.4133467816066311,0.6242236275142831,0.1559878780204217,0.8557911098510153,0.6684726898446022,0.8406366790904043,0.6891235223061727,0.2624478231313363,0.5084582198283175,0.631770760404368,0.3654647402318987,0.04241447561022571,0.04302909200507932,0.908159921305836,0.807179096619065,0.04668614356659184,0.6558541500210647,0.6150699173917066,0.266394715222222,0.6633156296714561,0.37381360929508345,0.17792733344292855,0.05606754077175191,0.8234586733657727,0.8802323140049902,0.2725777953905719,0.9956179956767391,0.3234836821370859,0.7670674862622432,0.6188507906610058,0.2609820287873157,0.5587267763645575,0.21540945702682934,0.17795248072654535,0.581330382646326,0.9063146070041516,0.8598826936957085,0.9603731373474461,0.15049399939983532,0.8546604403889613,0.8962303956379731,0.419595659320253,0.8151384905691464,0.30067517079366834,0.20568846227199367,0.6918343370976008,0.550807929806112,0.5952161499798209,0.11158313796132846,0.9933304867369772,0.16076202424266484,0.5471110345281314,0.5243865312294388,0.5901285668563434,0.2631072483080571,0.7255992992004465,0.5031961927283826,0.25328182370589414,0.7691447277476082,0.8808300000056298,0.6455254070388028,0.20074806758510788,0.6031357669718571,0.8966823126967783,0.8849958616493254,0.8941365342132096,0.2868893618685041,0.7420280385634614,0.6249409325491931,0.18737025248790729,0.1864701116587324,0.339170574700825,0.04357449676220393
Lebanon,0.3441411561976543,0.8257606004417279,0.6823605876422008,0.25578937839565086,0.2974660291240233,0.8897887603865222,0.7769759699610458,0.2945532848437463,0.6668048750087694,0.16757744480781744,0.6322977035317081,0.7179340104390614,0.8638601694397476,0.730696544576885,0.5012207128450374,0.41379210088456153,0.5478317865302519,0.4914397480243683,0.09575753079961646,0.08134926010790666,0.42018917528505906,0.9553636197953885,0.7232207060769796,0.06290769475701885,0.8644873208723233,0.19427006174104322,0.41713189080625024,0.734708421775985,0.5207525585987219,0.9092976267396666,0.42681676284539094,0.9532947223857714,0.45527305103902904,0.9345749497362373,0.26732871473597863,0.823289068359881,0.15351608727406452,0.14160818286204835,0.5665077289498329,0.6378197443679791,0.825959948165238,0.7846190317056284,0.44979876019319465,0.24244722173562572,0.4490299509574631,0.8733311292961973,0.5475485215211621,0.12738956043264404,0.9135095033807606,0.3064633945753322,0.26388626959565076,0.6852022458178332,0.015059227181829726,0.28505366572246704,0.03692509511959852,0.6427403520822272,0.6623770177494593,0.41472308670707847,0.3881982568988164,0.9498179514700127,0.29436628032667045,0.940029552888115,0.422786548967677,0.8829189075660002,0.3263854946728343,0.1721908651121834,0.9548762617324785,0.3883349208303487,0.7371095552516437,0.23274404752572575,0.7985253397482364,0.7594810622802135,0.8474457681873581,0.7568017323512024,0.05694381030810991,0.8496675608671189,0.20009681143537483,0.5147465634867944,0.9074071870223251,0.6992935425928698,0.21529982466198894,0.6844868481762693,0.5622859645171727,0.18957378088454924,0.8523438790379407,0.5676474108201063,0.5243059633610795,0.7957428029466286,0.47772703221410073,0.6973162329793146,0.9496927305898397,0.11214477494361474,0.0763120213827635,0.19093638387967404,0.5891579154085085,0.5452937914169976,0.8606411764357524,0.6706129068865493,0.778054048484459,0.9957008326901216,0.5721577251752273,0.18009666234058574,0.9424690759852694,0.045560049119713564,0.21990969747404054,0.3719527099783273,0.338419285481941,0.30356281992898415,0.05996487122430105,0.7417117074845331,0.4827366807954516,0.08780993490458255,0.5859223097074676,0.17657212956507162,0.631307903165677,0.9073469576883093,0.8369736406832751,0.9027302154469286,0.4574229230481366,0.8951699331014554,0.05558987214071609
Liberia,0.43462114184913914,0.043420710516578365,0.5493463760840049,0.15586665363977048,0.46300765892992435,0.49382618631710884,0.5029355229167976,0.9150287156466925,0.28216660994427256,0.21840657672124342,0.6440670540158686,0.9191178028315746,0.6348845734664543,0.26268465318822554,0.4753412024358914,0.7810496307181276,0.14549549628286074,0.5910472332605199,0.8005105734352013,0.29917771510496616,0.763162073345131,0.17214620492530708,0.6970762207830122,0.8271186114489912,0.919637347169689,0.49145176177369354,0.556141234310551,0.07649390010387846,0.9580676922764894,0.541712385415102,0.02596907846520735,0.748851645163517,0.0005979176576665912,0.9266844068186557,0.924908825681533,0.09385425120665813,0.5094211807729109,0.415428520348215,0.33572613669743767,0.9609337617888702,0.5356026828499583,0.3906269111727201,0.10495946976343529,0.09626237624097445,0.5645279474482106,0.25148957493523993,0.7096831490607151,0.32136472234758173,0.40671604014007134,0.8482816565474324,0.5512932264379086,0.15293247512070296,0.6777048516805262,0.6652256038451205,0.6673535251423837,0.8202323061033573,0.025335803357709685,0.7666641551545526,0.3031793145120343,0.3483207319889743,0.5842553964684667,0.11534914711227617,0.1623295672333086,0.2645954406296229,0.9133017462471653,0.5127673006755529,0.3204346202478583,0.89885536212398,0.10995956114434546,0.1206240382267586,0.9648362469407501,0.21629911745174202,0.26994584993269666,0.5984063703144074,0.7683910935378291,0.36671481405945383,0.787830750121955,0.6283636209513355,0.37824642293081157,0.14679465906906763,0.9008133271704293,0.5377807589570318,0.5305041916486727,0.46912173180959904,0.5488005809415476,0.23819621517614054,0.33410238728223063,0.9653380278583896,0.7085585950795318,0.5560174235476188,0.8674593793852187,0.8186297097620104,0.6798112933856253,0.28353667495486634,0.8742886692163709,0.6664666400165664,0.6355504802503975,0.15222877823000913,0.48970492027475576,0.9743011917717941,0.20851206079193096,0.5809034566938863,0.8162947001667528,0.19811953014879047,0.3851693073027831,0.266162875581751,0.5539979234498033,0.5435942532522164,0.36881612966054356,0.9516379871486533,0.8238765250307306,0.5485258416918075,0.5799876288554849,0.4085507471630827,0.3362816141907784,0.545269546564733,0.7916112423098813,0.42661700296437277,0.005115473613875765,0.027907538210743432,0.7994310339232583
Lithuania,0.518425489956403,0.4370079890484695,0.9702757223294249,0.8494094105090924,0.9240954313106016,0.7178556003760074,0.9528375016983716,0.7435844088830567,0.06561163693231986,0.29613784272577703,0.6957814265657254,0.9015871095621653,0.7818347784687951,0.007263259883414475,0.5649147601747746,0.6542307724347541,0.26225247606290414,0.5532627002968976,0.5096495612035089,0.7955825550973307,0.44212488452376253,0.3327287420549099,0.5300055165298327,0.32572295371083704,0.8695139438363146,0.6694879744012935,0.6159046983702465,0.06636967773858493,0.14698667461010384,0.07571434902804242,0.2529582805219409,0.4752962421295641,0.3304431499485728,0.02495550806709157,0.03075089759264693,0.0926117476724242,0.07705504360192483,0.6161928707158184,0.645110379008577,0.7526099994995312,0.8754601624624778,0.07449649447212381,0.19485690313631276,0.25699259943755937,0.835950089795236,0.07835811844191076,0.24107956421185006,0.6419082981503428,0.4969393968650463,0.08041244944955628,0.41687918360982545,0.4862458757778777,0.4456895368784731,0.7548630429405844,0.6927465807703849,0.7799791506338569,0.34387215692978057,0.2736928568892756,0.5852280646959999,0.9739985146012904,0.49081655866576734,0.5031755370646096,0.39751445182156153,0.5072383885255692,0.36925577753164884,0.701493167205912,0.28577477842872656,0.11818868325349907,0.8071824717662082,0.18863987297964624,0.8253740180334816,0.09855091269169625,0.14925073808459932,0.7580278833593581,0.8213510030125798,0.912041210388743,0.5381543203364932,0.4169558870829415,0.5342867545978869,0.5331880559851722,0.28830736543405866,0.24186871787520992,0.15800860383387794,0.15708762636866835,0.6755934094663031,0.8049756041482269,0.22670726558707166,0.5820626949745729,0.03320765149755445,0.7154504199361021,0.3418498682814227,0.6867057979045175,0.6908280257167694,0.8223787910680119,0.648912735942913,0.07025848671232005,0.004730461122181007,0.15441800615419043,0.11459262093251577,0.765205998377935,0.9794539596457726,0.7753053247783619,0.6092074015694336,0.9256952191802703,0.5146501876455108,0.40904747256854657,0.2335693869314811,0.8562940908265855,0.7371909720685106,0.7282469156979438,0.38957233873126795,0.8921232055415637,0.7661145464471963,0.0762642489290134,0.6516218010509611,0.26892521884632525,0.8673409909192045,0.9713109272860833,0.691829783812662,0.7382034999606171,0.478123396149013
Macedonia,0.18823136927243955,0.3083664045718939,0.010929536302648257,0.26802256052419826,0.9976866921506076,0.6998714891767256,0.5047548986749656,0.35927356386468834,0.9389222841263346,0.9296758469920707,0.23409883819846933,0.942312345861374,0.7673546273017265,0.07688858553158828,0.04265765278719491,0.35679135344168966,0.5984554506174578,0.17184930153738776,0.4917516077943711,0.7170152471620176,0.9323243103539337,0.5690311388833856,0.3193038016216343,0.7608473840261927,0.25372469960829735,0.3359563903925106,0.8646138567210895,0.8211565753904233,0.38761533497973366,0.02583583962703717,0.8782005590620571,0.6029630362273668,0.6626888882506107,0.007398290740776692,0.7844495205640494,0.28851798562997966,0.5625683874669348,0.9976489888764192,0.06582285964533241,0.47621230732088093,0.4890713409129651,0.903783563779402,0.6719267142787141,0.06367217534660574,0.881313760710356,0.6037678728153419,0.676835829616737,0.3592904686600701,0.6303434535524498,0.24301135822312536,0.959059421732611,0.22178101305985531,0.07499458091544497,0.47806788162514724,0.6181060995462275,0.4842992685205334,0.12823949437338933,0.5430331488750377,0.01553941835599526,0.6863182651473658,0.5800800477674182,0.2951200008420971,0.4902900067473406,0.26531327578437536,0.4507321774651384,0.4127150413852062,0.6412591686791801,0.06478003584478753,0.8530428360746563,0.8671873826621673,0.6691626963215499,0.08983021154457083,0.8667471093736466,0.566833153775607,0.44454925322082184,0.9044627280878023,0.16400234675563985,0.7584086476861172,0.2906125365796345,0.18051962351746365,0.8650456064905613,0.5762267269557623,0.7031843282016385,0.310383627270996,0.9576751937552392,0.40228938267787084,0.49578585666694186,0.17093468836982117,0.8293484170590925,0.09939181321050994,0.7249502709306128,0.5731632475907705,0.2909717340506647,0.09541150862537451,0.4411662762504087,0.08491571892570793,0.18476274972220208,0.4057807983872511,0.8201686619263983,0.10933018240206427,0.2143283307529139,0.08899931137133354,0.23583507197987807,0.30357077979709157,0.8044029903277075,0.2874801281870769,0.26762719023027426,0.09843529876848456,0.8792419595705213,0.6734727123202934,0.280422586285629,0.3827984815502724,0.32291195303664433,0.4316000209831975,0.49828910550468086,0.6506981143732655,0.8194456801057713,0.8880432427806595,0.6928506395545787,0.5808203772243935,0.28901773375993167
